event_id,code,horizon,signal_date,fill_date,fill_type,trigger_return,fill_price,sold_fraction,remaining_fraction_after_fill,fill_return
600707:b1_staged:5:20260616,600707,5,2026-06-16,2026-06-22,take_profit,0.1,12.661000000000001,0.3333333333333333,0.3333333333333334,0.10000000000000009
600707:b1_staged:5:20260616,600707,5,2026-06-16,2026-06-23,take_profit,0.15,13.2365,0.3333333333333334,0.0,0.1499999999999999
601138:b1_staged:1:20260615,601138,1,2026-06-15,2026-06-16,expiry,-0.006811989100817484,72.9,1.0,0.0,-0.006811989100817484
601138:b1_staged:2:20260615,601138,2,2026-06-15,2026-06-17,expiry,-0.010354223433242549,72.64,1.0,0.0,-0.010354223433242549
601138:b1_staged:3:20260615,601138,3,2026-06-15,2026-06-18,take_profit,0.05,77.07000000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
601138:b1_staged:3:20260615,601138,3,2026-06-15,2026-06-18,expiry,0.06376021798365117,78.08,0.6666666666666667,0.0,0.06376021798365117
601138:b1_staged:4:20260615,601138,4,2026-06-15,2026-06-18,take_profit,0.05,77.07000000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
601138:b1_staged:4:20260615,601138,4,2026-06-15,2026-06-22,expiry,0.07465940054495901,78.88,0.6666666666666667,0.0,0.07465940054495901
601138:b1_staged:5:20260615,601138,5,2026-06-15,2026-06-18,take_profit,0.05,77.07000000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
601138:b1_staged:5:20260615,601138,5,2026-06-15,2026-06-23,expiry,0.009536784741144277,74.1,0.6666666666666667,0.0,0.009536784741144277
601636:b1_staged:1:20260605,601636,1,2026-06-05,2026-06-08,expiry,-0.03556187766714081,6.78,1.0,0.0,-0.03556187766714081
601636:b1_staged:2:20260605,601636,2,2026-06-05,2026-06-09,stop_loss,-0.05,6.6785,1.0,0.0,-0.050000000000000044
601636:b1_staged:3:20260605,601636,3,2026-06-05,2026-06-09,stop_loss,-0.05,6.6785,1.0,0.0,-0.050000000000000044
601636:b1_staged:4:20260605,601636,4,2026-06-05,2026-06-09,stop_loss,-0.05,6.6785,1.0,0.0,-0.050000000000000044
601636:b1_staged:5:20260605,601636,5,2026-06-05,2026-06-09,stop_loss,-0.05,6.6785,1.0,0.0,-0.050000000000000044
603005:b1_staged:1:20260709,603005,1,2026-07-09,2026-07-10,take_profit,0.05,47.4495,0.3333333333333333,0.6666666666666667,0.050000000000000044
603005:b1_staged:1:20260709,603005,1,2026-07-09,2026-07-10,expiry,-0.026997123257357813,43.97,0.6666666666666667,0.0,-0.026997123257357813
603005:b1_staged:2:20260709,603005,2,2026-07-09,2026-07-10,take_profit,0.05,47.4495,0.3333333333333333,0.6666666666666667,0.050000000000000044
603005:b1_staged:2:20260709,603005,2,2026-07-09,2026-07-13,stop_loss,-0.05,42.930499999999995,0.6666666666666667,0.0,-0.050000000000000044
603005:b1_staged:3:20260709,603005,3,2026-07-09,2026-07-10,take_profit,0.05,47.4495,0.3333333333333333,0.6666666666666667,0.050000000000000044
603005:b1_staged:3:20260709,603005,3,2026-07-09,2026-07-13,stop_loss,-0.05,42.930499999999995,0.6666666666666667,0.0,-0.050000000000000044
603005:b1_staged:4:20260709,603005,4,2026-07-09,2026-07-10,take_profit,0.05,47.4495,0.3333333333333333,0.6666666666666667,0.050000000000000044
603005:b1_staged:4:20260709,603005,4,2026-07-09,2026-07-13,stop_loss,-0.05,42.930499999999995,0.6666666666666667,0.0,-0.050000000000000044
603019:b1_staged:1:20260708,603019,1,2026-07-08,2026-07-09,take_profit,0.05,103.0575,0.3333333333333333,0.6666666666666667,0.050000000000000044
603019:b1_staged:1:20260708,603019,1,2026-07-08,2026-07-09,expiry,0.05950076413652572,103.99,0.6666666666666667,0.0,0.05950076413652572
603019:b1_staged:2:20260708,603019,2,2026-07-08,2026-07-09,take_profit,0.05,103.0575,0.3333333333333333,0.6666666666666667,0.050000000000000044
603019:b1_staged:2:20260708,603019,2,2026-07-08,2026-07-10,take_profit,0.1,107.96500000000002,0.3333333333333333,0.3333333333333334,0.10000000000000009
603019:b1_staged:2:20260708,603019,2,2026-07-08,2026-07-10,take_profit,0.15,112.8725,0.3333333333333334,0.0,0.1499999999999999
603019:b1_staged:3:20260708,603019,3,2026-07-08,2026-07-09,take_profit,0.05,103.0575,0.3333333333333333,0.6666666666666667,0.050000000000000044
603019:b1_staged:3:20260708,603019,3,2026-07-08,2026-07-10,take_profit,0.1,107.96500000000002,0.3333333333333333,0.3333333333333334,0.10000000000000009
603019:b1_staged:3:20260708,603019,3,2026-07-08,2026-07-10,take_profit,0.15,112.8725,0.3333333333333334,0.0,0.1499999999999999
603019:b1_staged:4:20260708,603019,4,2026-07-08,2026-07-09,take_profit,0.05,103.0575,0.3333333333333333,0.6666666666666667,0.050000000000000044
603019:b1_staged:4:20260708,603019,4,2026-07-08,2026-07-10,take_profit,0.1,107.96500000000002,0.3333333333333333,0.3333333333333334,0.10000000000000009
603019:b1_staged:4:20260708,603019,4,2026-07-08,2026-07-10,take_profit,0.15,112.8725,0.3333333333333334,0.0,0.1499999999999999
603019:b1_staged:5:20260708,603019,5,2026-07-08,2026-07-09,take_profit,0.05,103.0575,0.3333333333333333,0.6666666666666667,0.050000000000000044
603019:b1_staged:5:20260708,603019,5,2026-07-08,2026-07-10,take_profit,0.1,107.96500000000002,0.3333333333333333,0.3333333333333334,0.10000000000000009
603019:b1_staged:5:20260708,603019,5,2026-07-08,2026-07-10,take_profit,0.15,112.8725,0.3333333333333334,0.0,0.1499999999999999
603228:b1_staged:1:20260610,603228,1,2026-06-10,2026-06-11,expiry,0.00610565436687005,75.8,1.0,0.0,0.00610565436687005
603228:b1_staged:2:20260610,603228,2,2026-06-10,2026-06-12,expiry,-0.02973188213432454,73.1,1.0,0.0,-0.02973188213432454
603228:b1_staged:3:20260610,603228,3,2026-06-10,2026-06-15,take_profit,0.05,79.10700000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
603228:b1_staged:3:20260610,603228,3,2026-06-10,2026-06-15,expiry,0.054950889301831785,79.48,0.6666666666666667,0.0,0.054950889301831785
603228:b1_staged:4:20260610,603228,4,2026-06-10,2026-06-15,take_profit,0.05,79.10700000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
603228:b1_staged:4:20260610,603228,4,2026-06-10,2026-06-16,expiry,0.037297584284576635,78.15,0.6666666666666667,0.0,0.037297584284576635
603228:b1_staged:5:20260610,603228,5,2026-06-10,2026-06-15,take_profit,0.05,79.10700000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
603228:b1_staged:5:20260610,603228,5,2026-06-10,2026-06-17,expiry,0.07194053623573127,80.76,0.6666666666666667,0.0,0.07194053623573127
603228:b1_staged:1:20260625,603228,1,2026-06-25,2026-06-26,stop_loss,-0.05,73.74849999999999,1.0,0.0,-0.050000000000000044
603228:b1_staged:2:20260625,603228,2,2026-06-25,2026-06-26,stop_loss,-0.05,73.74849999999999,1.0,0.0,-0.050000000000000044
603228:b1_staged:3:20260625,603228,3,2026-06-25,2026-06-26,stop_loss,-0.05,73.74849999999999,1.0,0.0,-0.050000000000000044
603228:b1_staged:4:20260625,603228,4,2026-06-25,2026-06-26,stop_loss,-0.05,73.74849999999999,1.0,0.0,-0.050000000000000044
603228:b1_staged:5:20260625,603228,5,2026-06-25,2026-06-26,stop_loss,-0.05,73.74849999999999,1.0,0.0,-0.050000000000000044
603267:b1_staged:1:20260616,603267,1,2026-06-16,2026-06-17,expiry,0.038349716184410854,75.0,1.0,0.0,0.038349716184410854
603267:b1_staged:2:20260616,603267,2,2026-06-16,2026-06-18,take_profit,0.05,75.84150000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
603267:b1_staged:2:20260616,603267,2,2026-06-16,2026-06-18,expiry,0.05731690433337944,76.37,0.6666666666666667,0.0,0.05731690433337944
603267:b1_staged:3:20260616,603267,3,2026-06-16,2026-06-18,take_profit,0.05,75.84150000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
603267:b1_staged:3:20260616,603267,3,2026-06-16,2026-06-22,expiry,0.04707185380035983,75.63,0.6666666666666667,0.0,0.04707185380035983
603267:b1_staged:4:20260616,603267,4,2026-06-16,2026-06-18,take_profit,0.05,75.84150000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
603267:b1_staged:4:20260616,603267,4,2026-06-16,2026-06-23,expiry,-0.0037380589782640694,71.96,0.6666666666666667,0.0,-0.0037380589782640694
603267:b1_staged:5:20260616,603267,5,2026-06-16,2026-06-18,take_profit,0.05,75.84150000000001,0.3333333333333333,0.6666666666666667,0.050000000000000044
603267:b1_staged:5:20260616,603267,5,2026-06-16,2026-06-24,expiry,0.052194379066869745,76.0,0.6666666666666667,0.0,0.052194379066869745
603650:b1_staged:1:20260709,603650,1,2026-07-09,2026-07-10,stop_loss,-0.05,85.082,1.0,0.0,-0.050000000000000044
603650:b1_staged:2:20260709,603650,2,2026-07-09,2026-07-10,stop_loss,-0.05,85.082,1.0,0.0,-0.050000000000000044
603650:b1_staged:3:20260709,603650,3,2026-07-09,2026-07-10,stop_loss,-0.05,85.082,1.0,0.0,-0.050000000000000044
603650:b1_staged:4:20260709,603650,4,2026-07-09,2026-07-10,stop_loss,-0.05,85.082,1.0,0.0,-0.050000000000000044
603688:b1_staged:1:20260605,603688,1,2026-06-05,2026-06-08,stop_loss,-0.05,66.01549999999999,1.0,0.0,-0.050000000000000044
603688:b1_staged:2:20260605,603688,2,2026-06-05,2026-06-08,stop_loss,-0.05,66.01549999999999,1.0,0.0,-0.050000000000000044
603688:b1_staged:3:20260605,603688,3,2026-06-05,2026-06-08,stop_loss,-0.05,66.01549999999999,1.0,0.0,-0.050000000000000044
603688:b1_staged:4:20260605,603688,4,2026-06-05,2026-06-08,stop_loss,-0.05,66.01549999999999,1.0,0.0,-0.050000000000000044
603688:b1_staged:5:20260605,603688,5,2026-06-05,2026-06-08,stop_loss,-0.05,66.01549999999999,1.0,0.0,-0.050000000000000044
603986:b1_staged:1:20260709,603986,1,2026-07-09,2026-07-10,stop_loss,-0.05,630.3154999999999,1.0,0.0,-0.050000000000000155
603986:b1_staged:2:20260709,603986,2,2026-07-09,2026-07-10,stop_loss,-0.05,630.3154999999999,1.0,0.0,-0.050000000000000155
603986:b1_staged:3:20260709,603986,3,2026-07-09,2026-07-10,stop_loss,-0.05,630.3154999999999,1.0,0.0,-0.050000000000000155
603986:b1_staged:4:20260709,603986,4,2026-07-09,2026-07-10,stop_loss,-0.05,630.3154999999999,1.0,0.0,-0.050000000000000155
688003:b1_staged:1:20260603,688003,1,2026-06-03,2026-06-04,stop_loss,-0.05,105.7445,1.0,0.0,-0.050000000000000044
688003:b1_staged:2:20260603,688003,2,2026-06-03,2026-06-04,stop_loss,-0.05,105.7445,1.0,0.0,-0.050000000000000044
688003:b1_staged:3:20260603,688003,3,2026-06-03,2026-06-04,stop_loss,-0.05,105.7445,1.0,0.0,-0.050000000000000044
688003:b1_staged:4:20260603,688003,4,2026-06-03,2026-06-04,stop_loss,-0.05,105.7445,1.0,0.0,-0.050000000000000044
688003:b1_staged:5:20260603,688003,5,2026-06-03,2026-06-04,stop_loss,-0.05,105.7445,1.0,0.0,-0.050000000000000044
688003:b1_staged:1:20260612,688003,1,2026-06-12,2026-06-15,expiry,0.02948146743767177,108.6,1.0,0.0,0.02948146743767177
688003:b1_staged:2:20260612,688003,2,2026-06-12,2026-06-16,take_profit,0.05,110.7645,0.3333333333333333,0.6666666666666667,0.050000000000000044
688003:b1_staged:2:20260612,688003,2,2026-06-12,2026-06-16,expiry,0.03668594179543083,109.36,0.6666666666666667,0.0,0.03668594179543083
688003:b1_staged:3:20260612,688003,3,2026-06-12,2026-06-16,take_profit,0.05,110.7645,0.3333333333333333,0.6666666666666667,0.050000000000000044
688003:b1_staged:3:20260612,688003,3,2026-06-12,2026-06-17,take_profit,0.1,116.039,0.3333333333333333,0.3333333333333334,0.10000000000000009
688003:b1_staged:3:20260612,688003,3,2026-06-12,2026-06-17,expiry,0.10152621101526216,116.2,0.3333333333333334,0.0,0.10152621101526216
688003:b1_staged:4:20260612,688003,4,2026-06-12,2026-06-16,take_profit,0.05,110.7645,0.3333333333333333,0.6666666666666667,0.050000000000000044
688003:b1_staged:4:20260612,688003,4,2026-06-12,2026-06-17,take_profit,0.1,116.039,0.3333333333333333,0.3333333333333334,0.10000000000000009
688003:b1_staged:4:20260612,688003,4,2026-06-12,2026-06-18,take_profit,0.15,121.31349999999999,0.3333333333333334,0.0,0.1499999999999999
688003:b1_staged:5:20260612,688003,5,2026-06-12,2026-06-16,take_profit,0.05,110.7645,0.3333333333333333,0.6666666666666667,0.050000000000000044
688003:b1_staged:5:20260612,688003,5,2026-06-12,2026-06-17,take_profit,0.1,116.039,0.3333333333333333,0.3333333333333334,0.10000000000000009
688003:b1_staged:5:20260612,688003,5,2026-06-12,2026-06-18,take_profit,0.15,121.31349999999999,0.3333333333333334,0.0,0.1499999999999999
688008:b1_staged:1:20260603,688008,1,2026-06-03,2026-06-04,expiry,0.02272548247341466,259.67,1.0,0.0,0.02272548247341466
