event_id,code,name,horizon,signal_date,entry_price,final_exit_date,status,exit_reason,net_return,win,max_intraday_drawdown,position_weighted_drawdown,take_profit_fill_count,stop_loss_triggered,remaining_fraction_at_expiry
603650:b1_staged:3:20260709,603650,603650,3,2026-07-09,89.56,2026-07-10,filled,stop_loss,-0.05,False,-0.07815989280928981,-0.07815989280928981,0,True,0.0
603650:b1_staged:4:20260709,603650,603650,4,2026-07-09,89.56,2026-07-10,filled,stop_loss,-0.05,False,-0.07815989280928981,-0.07815989280928981,0,True,0.0
603650:b1_staged:5:20260709,603650,603650,5,2026-07-09,89.56,,insufficient_history,insufficient_history,,False,,,0,False,
603688:b1_staged:1:20260605,603688,603688,1,2026-06-05,69.49,2026-06-08,filled,stop_loss,-0.05,False,-0.07252842135559068,-0.07252842135559068,0,True,0.0
603688:b1_staged:2:20260605,603688,603688,2,2026-06-05,69.49,2026-06-08,filled,stop_loss,-0.05,False,-0.07252842135559068,-0.07252842135559068,0,True,0.0
603688:b1_staged:3:20260605,603688,603688,3,2026-06-05,69.49,2026-06-08,filled,stop_loss,-0.05,False,-0.07252842135559068,-0.07252842135559068,0,True,0.0
603688:b1_staged:4:20260605,603688,603688,4,2026-06-05,69.49,2026-06-08,filled,stop_loss,-0.05,False,-0.07252842135559068,-0.07252842135559068,0,True,0.0
603688:b1_staged:5:20260605,603688,603688,5,2026-06-05,69.49,2026-06-08,filled,stop_loss,-0.05,False,-0.07252842135559068,-0.07252842135559068,0,True,0.0
603986:b1_staged:1:20260709,603986,603986,1,2026-07-09,663.49,2026-07-10,filled,stop_loss,-0.05,False,-0.0848694027038841,-0.0848694027038841,0,True,0.0
603986:b1_staged:2:20260709,603986,603986,2,2026-07-09,663.49,2026-07-10,filled,stop_loss,-0.05,False,-0.0848694027038841,-0.0848694027038841,0,True,0.0
603986:b1_staged:3:20260709,603986,603986,3,2026-07-09,663.49,2026-07-10,filled,stop_loss,-0.05,False,-0.0848694027038841,-0.0848694027038841,0,True,0.0
603986:b1_staged:4:20260709,603986,603986,4,2026-07-09,663.49,2026-07-10,filled,stop_loss,-0.05,False,-0.0848694027038841,-0.0848694027038841,0,True,0.0
603986:b1_staged:5:20260709,603986,603986,5,2026-07-09,663.49,,insufficient_history,insufficient_history,,False,,,0,False,
688003:b1_staged:1:20260603,688003,688003,1,2026-06-03,111.31,2026-06-04,filled,stop_loss,-0.05,False,-0.05219656814302398,-0.05219656814302398,0,True,0.0
688003:b1_staged:2:20260603,688003,688003,2,2026-06-03,111.31,2026-06-04,filled,stop_loss,-0.05,False,-0.05219656814302398,-0.05219656814302398,0,True,0.0
688003:b1_staged:3:20260603,688003,688003,3,2026-06-03,111.31,2026-06-04,filled,stop_loss,-0.05,False,-0.05219656814302398,-0.05219656814302398,0,True,0.0
688003:b1_staged:4:20260603,688003,688003,4,2026-06-03,111.31,2026-06-04,filled,stop_loss,-0.05,False,-0.05219656814302398,-0.05219656814302398,0,True,0.0
688003:b1_staged:5:20260603,688003,688003,5,2026-06-03,111.31,2026-06-04,filled,stop_loss,-0.05,False,-0.05219656814302398,-0.05219656814302398,0,True,0.0
688003:b1_staged:1:20260612,688003,688003,1,2026-06-12,105.49,2026-06-15,filled,expiry,0.02948146743767177,True,-0.023414541662716837,-0.023414541662716837,0,False,1.0
688003:b1_staged:2:20260612,688003,688003,2,2026-06-12,105.49,2026-06-16,filled,expiry,0.04112396119695389,True,-0.023414541662716837,-0.023414541662716837,1,False,0.6666666666666667
688003:b1_staged:3:20260612,688003,688003,3,2026-06-12,105.49,2026-06-17,filled,expiry,0.08384207033842073,True,-0.023414541662716837,-0.023414541662716837,2,False,0.3333333333333334
688003:b1_staged:4:20260612,688003,688003,4,2026-06-12,105.49,2026-06-18,filled,take_profit,0.1,True,-0.023414541662716837,-0.023414541662716837,3,False,0.0
688003:b1_staged:5:20260612,688003,688003,5,2026-06-12,105.49,2026-06-18,filled,take_profit,0.1,True,-0.023414541662716837,-0.023414541662716837,3,False,0.0
688008:b1_staged:1:20260603,688008,688008,1,2026-06-03,253.9,2026-06-04,filled,expiry,0.02272548247341466,True,-0.023198109491926022,-0.023198109491926022,0,False,1.0
688008:b1_staged:2:20260603,688008,688008,2,2026-06-03,253.9,2026-06-05,filled,stop_loss,-0.05,False,-0.06415911776289873,-0.06415911776289873,0,True,0.0
688008:b1_staged:3:20260603,688008,688008,3,2026-06-03,253.9,2026-06-05,filled,stop_loss,-0.05,False,-0.06415911776289873,-0.06415911776289873,0,True,0.0
688008:b1_staged:4:20260603,688008,688008,4,2026-06-03,253.9,2026-06-05,filled,stop_loss,-0.05,False,-0.06415911776289873,-0.06415911776289873,0,True,0.0
688008:b1_staged:5:20260603,688008,688008,5,2026-06-03,253.9,2026-06-05,filled,stop_loss,-0.05,False,-0.06415911776289873,-0.06415911776289873,0,True,0.0
688008:b1_staged:1:20260615,688008,688008,1,2026-06-15,240.1,2026-06-16,filled,expiry,0.016951270304039978,True,-0.0057892544773010535,-0.0057892544773010535,0,False,1.0
688008:b1_staged:2:20260615,688008,688008,2,2026-06-15,240.1,2026-06-17,filled,expiry,0.07886297376093297,True,-0.008371511870054138,-0.008371511870054138,1,False,0.6666666666666667
688008:b1_staged:3:20260615,688008,688008,3,2026-06-15,240.1,2026-06-18,filled,expiry,0.09137165070109676,True,-0.008371511870054138,-0.008371511870054138,2,False,0.3333333333333334
688008:b1_staged:4:20260615,688008,688008,4,2026-06-15,240.1,2026-06-22,filled,take_profit,0.1,True,-0.008371511870054138,-0.008371511870054138,3,False,0.0
688008:b1_staged:5:20260615,688008,688008,5,2026-06-15,240.1,2026-06-22,filled,take_profit,0.1,True,-0.008371511870054138,-0.008371511870054138,3,False,0.0
688008:b1_staged:1:20260709,688008,688008,1,2026-07-09,285.8,2026-07-10,filled,stop_loss,-0.05,False,-0.06231630510846742,-0.06231630510846742,0,True,0.0
688008:b1_staged:2:20260709,688008,688008,2,2026-07-09,285.8,2026-07-10,filled,stop_loss,-0.05,False,-0.06231630510846742,-0.06231630510846742,0,True,0.0
688008:b1_staged:3:20260709,688008,688008,3,2026-07-09,285.8,2026-07-10,filled,stop_loss,-0.05,False,-0.06231630510846742,-0.06231630510846742,0,True,0.0
688008:b1_staged:4:20260709,688008,688008,4,2026-07-09,285.8,2026-07-10,filled,stop_loss,-0.05,False,-0.06231630510846742,-0.06231630510846742,0,True,0.0
688008:b1_staged:5:20260709,688008,688008,5,2026-07-09,285.8,,insufficient_history,insufficient_history,,False,,,0,False,
