event_id,code,name,horizon,signal_date,buy_close,exit_date,exit_close,net_return,max_intraday_drawdown,max_close_drawdown,status
688187:b1_close:3:20260609,688187,688187,3,2026-06-09,57.9,2026-06-12,53.07,-0.08341968911917097,-0.10811744386873923,-0.08341968911917097,filled
688187:b1_close:4:20260609,688187,688187,4,2026-06-09,57.9,2026-06-15,55.33,-0.04438687392055274,-0.10811744386873923,-0.08341968911917097,filled
688187:b1_close:5:20260609,688187,688187,5,2026-06-09,57.9,2026-06-16,57.11,-0.013644214162348844,-0.10811744386873923,-0.08341968911917097,filled
688200:b1_close:1:20260604,688200,688200,1,2026-06-04,441.0,2026-06-05,427.92,-0.02965986394557818,-0.04761904761904767,-0.02965986394557818,filled
688200:b1_close:2:20260604,688200,688200,2,2026-06-04,441.0,2026-06-08,437.1,-0.008843537414965907,-0.05877551020408167,-0.02965986394557818,filled
688200:b1_close:3:20260604,688200,688200,3,2026-06-04,441.0,2026-06-09,463.0,0.049886621315192725,-0.05877551020408167,-0.02965986394557818,filled
688200:b1_close:4:20260604,688200,688200,4,2026-06-04,441.0,2026-06-10,467.46,0.06000000000000005,-0.05877551020408167,-0.02965986394557818,filled
688200:b1_close:5:20260604,688200,688200,5,2026-06-04,441.0,2026-06-11,315.0,-0.2857142857142857,-0.3090022675736961,-0.2857142857142857,filled
688200:b1_close:1:20260708,688200,688200,1,2026-07-08,498.76,2026-07-09,543.0,0.08869997594033197,-0.017503408452963387,0.0,filled
688200:b1_close:2:20260708,688200,688200,2,2026-07-08,498.76,2026-07-10,505.0,0.012511027347822612,-0.017503408452963387,0.0,filled
688200:b1_close:3:20260708,688200,688200,3,2026-07-08,498.76,2026-07-13,489.0,-0.019568529954286595,-0.031598363942577534,-0.019568529954286595,filled
688200:b1_close:4:20260708,688200,688200,4,2026-07-08,498.76,2026-07-14,501.0,0.004491138022295393,-0.04739754591386636,-0.019568529954286595,filled
688200:b1_close:5:20260708,688200,688200,5,2026-07-08,498.76,2026-07-15,447.0,-0.10377736787232339,-0.11771192557542698,-0.10377736787232339,filled
688206:b1_close:1:20260604,688206,688206,1,2026-06-04,39.0,2026-06-05,38.77,-0.005897435897435854,-0.02897435897435907,-0.005897435897435854,filled
688206:b1_close:2:20260604,688206,688206,2,2026-06-04,39.0,2026-06-08,39.88,0.022564102564102573,-0.058974358974358876,-0.005897435897435854,filled
688206:b1_close:3:20260604,688206,688206,3,2026-06-04,39.0,2026-06-09,40.78,0.04564102564102557,-0.058974358974358876,-0.005897435897435854,filled
688206:b1_close:4:20260604,688206,688206,4,2026-06-04,39.0,2026-06-10,38.93,-0.0017948717948718107,-0.058974358974358876,-0.005897435897435854,filled
688206:b1_close:5:20260604,688206,688206,5,2026-06-04,39.0,2026-06-11,40.08,0.027692307692307683,-0.058974358974358876,-0.005897435897435854,filled
688206:b1_close:1:20260608,688206,688206,1,2026-06-08,39.88,2026-06-09,40.78,0.022567703109327875,-0.005767301905717281,0.0,filled
688206:b1_close:2:20260608,688206,688206,2,2026-06-08,39.88,2026-06-10,38.93,-0.02382146439317956,-0.03360080240722174,-0.02382146439317956,filled
688206:b1_close:3:20260608,688206,688206,3,2026-06-08,39.88,2026-06-11,40.08,0.005015045135406071,-0.03360080240722174,-0.02382146439317956,filled
688206:b1_close:4:20260608,688206,688206,4,2026-06-08,39.88,2026-06-12,38.35,-0.03836509528585763,-0.05140421263791384,-0.03836509528585763,filled
688206:b1_close:5:20260608,688206,688206,5,2026-06-08,39.88,2026-06-15,39.12,-0.01905717151454378,-0.058926780341023055,-0.03836509528585763,filled
688206:b1_close:1:20260624,688206,688206,1,2026-06-24,39.78,2026-06-25,39.13,-0.016339869281045694,-0.03217697335344394,-0.016339869281045694,filled
688206:b1_close:2:20260624,688206,688206,2,2026-06-24,39.78,2026-06-26,40.39,0.015334338863750574,-0.06485671191553544,-0.016339869281045694,filled
688206:b1_close:3:20260624,688206,688206,3,2026-06-24,39.78,2026-06-29,42.43,0.0666163901458019,-0.06485671191553544,-0.016339869281045694,filled
688206:b1_close:4:20260624,688206,688206,4,2026-06-24,39.78,2026-06-30,44.37,0.1153846153846152,-0.06485671191553544,-0.016339869281045694,filled
688206:b1_close:5:20260624,688206,688206,5,2026-06-24,39.78,2026-07-01,48.2,0.21166415284062357,-0.06485671191553544,-0.016339869281045694,filled
688256:b1_close:1:20260603,688256,688256,1,2026-06-03,1378.1,2026-06-04,1358.9,-0.013932225527900632,-0.022567302808214174,-0.013932225527900632,filled
688256:b1_close:2:20260603,688256,688256,2,2026-06-03,1378.1,2026-06-05,1299.2,-0.05725273927871699,-0.0658587910891808,-0.05725273927871699,filled
688256:b1_close:3:20260603,688256,688256,3,2026-06-03,1378.1,2026-06-08,1250.36,-0.09269283796531458,-0.10740875117915971,-0.09269283796531458,filled
688256:b1_close:4:20260603,688256,688256,4,2026-06-03,1378.1,2026-06-09,1270.01,-0.07843407590160356,-0.10740875117915971,-0.09269283796531458,filled
688256:b1_close:5:20260603,688256,688256,5,2026-06-03,1378.1,2026-06-10,1231.0,-0.10674116537261436,-0.11169726434946659,-0.10674116537261436,filled
688261:b1_close:1:20260707,688261,688261,1,2026-07-07,99.08,2026-07-08,92.18,-0.06964069438837295,-0.08962454582155832,-0.06964069438837295,filled
688261:b1_close:2:20260707,688261,688261,2,2026-07-07,99.08,2026-07-09,96.1,-0.030076705692369865,-0.10345175615664115,-0.06964069438837295,filled
688261:b1_close:3:20260707,688261,688261,3,2026-07-07,99.08,2026-07-10,88.01,-0.11172789664917226,-0.11687525232135643,-0.11172789664917226,filled
688261:b1_close:4:20260707,688261,688261,4,2026-07-07,99.08,2026-07-13,92.25,-0.06893419459023009,-0.11687525232135643,-0.11172789664917226,filled
688261:b1_close:5:20260707,688261,688261,5,2026-07-07,99.08,2026-07-14,90.79,-0.08366976180863939,-0.14533710133225664,-0.11172789664917226,filled
688313:b1_close:1:20260603,688313,688313,1,2026-06-03,168.86,2026-06-04,165.45,-0.020194243752220897,-0.03494018713727354,-0.020194243752220897,filled
688313:b1_close:2:20260603,688313,688313,2,2026-06-03,168.86,2026-06-05,156.79,-0.07147933199099854,-0.08800189506099731,-0.07147933199099854,filled
688313:b1_close:3:20260603,688313,688313,3,2026-06-03,168.86,2026-06-08,149.28,-0.11595404477081617,-0.15255241028070599,-0.11595404477081617,filled
688313:b1_close:4:20260603,688313,688313,4,2026-06-03,168.86,2026-06-09,160.89,-0.04719886296340181,-0.15255241028070599,-0.11595404477081617,filled
688313:b1_close:5:20260603,688313,688313,5,2026-06-03,168.86,2026-06-10,151.63,-0.10203719057207161,-0.15255241028070599,-0.11595404477081617,filled
688313:b1_close:1:20260615,688313,688313,1,2026-06-15,166.53,2026-06-16,172.91,0.03831141536059568,-0.002882363538101229,0.0,filled
688313:b1_close:2:20260615,688313,688313,2,2026-06-15,166.53,2026-06-17,169.52,0.01795472287275568,-0.0049840869513001484,0.0,filled
688313:b1_close:3:20260615,688313,688313,3,2026-06-15,166.53,2026-06-18,175.44,0.053503873176004246,-0.0049840869513001484,0.0,filled
688313:b1_close:4:20260615,688313,688313,4,2026-06-15,166.53,2026-06-22,182.55,0.09619888308412894,-0.0049840869513001484,0.0,filled
688313:b1_close:5:20260615,688313,688313,5,2026-06-15,166.53,2026-06-23,199.98,0.2008647090614304,-0.0049840869513001484,0.0,filled
688347:b1_close:1:20260615,688347,688347,1,2026-06-15,238.28,2026-06-16,238.5,0.0009232835319792354,-0.023837502098371655,0.0,filled
688347:b1_close:2:20260615,688347,688347,2,2026-06-15,238.28,2026-06-17,260.7,0.09409098539533312,-0.03600805774718818,0.0,filled
688347:b1_close:3:20260615,688347,688347,3,2026-06-15,238.28,2026-06-18,277.81,0.16589726372335067,-0.03600805774718818,0.0,filled
688347:b1_close:4:20260615,688347,688347,4,2026-06-15,238.28,2026-06-22,280.0,0.1750881316098707,-0.03600805774718818,0.0,filled
688347:b1_close:5:20260615,688347,688347,5,2026-06-15,238.28,2026-06-23,292.08,0.22578479100218218,-0.03600805774718818,0.0,filled
688347:b1_close:1:20260706,688347,688347,1,2026-07-06,309.68,2026-07-07,324.0,0.04624128132265559,-0.03093515887367604,0.0,filled
688347:b1_close:2:20260706,688347,688347,2,2026-07-06,309.68,2026-07-08,358.4,0.1573236889692584,-0.03093515887367604,0.0,filled
688347:b1_close:3:20260706,688347,688347,3,2026-07-06,309.68,2026-07-09,400.5,0.29327047274606044,-0.03093515887367604,0.0,filled
688347:b1_close:4:20260706,688347,688347,4,2026-07-06,309.68,2026-07-10,369.87,0.1943619219839834,-0.03093515887367604,0.0,filled
688347:b1_close:5:20260706,688347,688347,5,2026-07-06,309.68,2026-07-13,350.0,0.13019891500904146,-0.03093515887367604,0.0,filled
688396:b1_close:1:20260615,688396,688396,1,2026-06-15,68.85,2026-06-16,71.75,0.042120551924473615,-0.006390704429920069,0.0,filled
688396:b1_close:2:20260615,688396,688396,2,2026-06-15,68.85,2026-06-17,73.78,0.07160493827160508,-0.006390704429920069,0.0,filled
688396:b1_close:3:20260615,688396,688396,3,2026-06-15,68.85,2026-06-18,73.59,0.06884531590413956,-0.006390704429920069,0.0,filled
688396:b1_close:4:20260615,688396,688396,4,2026-06-15,68.85,2026-06-22,78.2,0.13580246913580263,-0.006390704429920069,0.0,filled
688396:b1_close:5:20260615,688396,688396,5,2026-06-15,68.85,2026-06-23,80.8,0.17356572258533043,-0.006390704429920069,0.0,filled
688396:b1_close:1:20260709,688396,688396,1,2026-07-09,92.7,2026-07-10,79.1,-0.1467098166127293,-0.1480043149946062,-0.1467098166127293,filled
688396:b1_close:2:20260709,688396,688396,2,2026-07-09,92.7,2026-07-13,77.6,-0.16289104638619212,-0.16936353829557715,-0.16289104638619212,filled
688396:b1_close:3:20260709,688396,688396,3,2026-07-09,92.7,2026-07-14,75.88,-0.18144552319309604,-0.2212513484358145,-0.18144552319309604,filled
688396:b1_close:4:20260709,688396,688396,4,2026-07-09,92.7,2026-07-15,70.17,-0.24304207119741106,-0.2491909385113269,-0.24304207119741106,filled
688396:b1_close:5:20260709,688396,688396,5,2026-07-09,92.7,,,,,,insufficient_history
688409:b1_close:1:20260609,688409,688409,1,2026-06-09,164.59,2026-06-10,165.0,0.00249103833768749,-0.03214047025943245,0.0,filled
688409:b1_close:2:20260609,688409,688409,2,2026-06-09,164.59,2026-06-11,175.68,0.06737954918281797,-0.03214047025943245,0.0,filled
688409:b1_close:3:20260609,688409,688409,3,2026-06-09,164.59,2026-06-12,182.0,0.10577799380278274,-0.03214047025943245,0.0,filled
688409:b1_close:4:20260609,688409,688409,4,2026-06-09,164.59,2026-06-15,191.96,0.16629199829880315,-0.03214047025943245,0.0,filled
688409:b1_close:5:20260609,688409,688409,5,2026-06-09,164.59,2026-06-16,189.54,0.15158879640318368,-0.03214047025943245,0.0,filled
688469:b1_close:1:20260709,688469,688469,1,2026-07-09,10.18,2026-07-10,9.01,-0.11493123772102165,-0.11591355599214148,-0.11493123772102165,filled
688469:b1_close:2:20260709,688469,688469,2,2026-07-09,10.18,2026-07-13,8.66,-0.14931237721021606,-0.15422396856581533,-0.14931237721021606,filled
688469:b1_close:3:20260709,688469,688469,3,2026-07-09,10.18,2026-07-14,8.48,-0.16699410609037324,-0.20825147347740658,-0.16699410609037324,filled
688469:b1_close:4:20260709,688469,688469,4,2026-07-09,10.18,2026-07-15,7.94,-0.22003929273084477,-0.2239685658153241,-0.22003929273084477,filled
688469:b1_close:5:20260709,688469,688469,5,2026-07-09,10.18,,,,,,insufficient_history
688498:b1_close:1:20260707,688498,688498,1,2026-07-07,1715.04,2026-07-08,1617.0,-0.05716484746711448,-0.05774209347886927,-0.05716484746711448,filled
688498:b1_close:2:20260707,688498,688498,2,2026-07-07,1715.04,2026-07-09,1746.01,0.018057887862673816,-0.058331001026215135,-0.05716484746711448,filled
688498:b1_close:3:20260707,688498,688498,3,2026-07-07,1715.04,2026-07-10,1609.0,-0.06182946170351711,-0.06649407593991974,-0.06182946170351711,filled
688498:b1_close:4:20260707,688498,688498,4,2026-07-07,1715.04,2026-07-13,1590.2,-0.07279130515906329,-0.11365332586995058,-0.07279130515906329,filled
688498:b1_close:5:20260707,688498,688498,5,2026-07-07,1715.04,2026-07-14,1798.9,0.04889681873309093,-0.11365332586995058,-0.07279130515906329,filled
688498:b1_close:1:20260709,688498,688498,1,2026-07-09,1746.01,2026-07-10,1609.0,-0.0784703409487918,-0.08305221619578351,-0.0784703409487918,filled
688498:b1_close:2:20260709,688498,688498,2,2026-07-09,1746.01,2026-07-13,1590.2,-0.08923774777922233,-0.12937497494286976,-0.08923774777922233,filled
688498:b1_close:3:20260709,688498,688498,3,2026-07-09,1746.01,2026-07-14,1798.9,0.030291922726674025,-0.12937497494286976,-0.08923774777922233,filled
688498:b1_close:4:20260709,688498,688498,4,2026-07-09,1746.01,2026-07-15,1809.0,0.03607654022600104,-0.12937497494286976,-0.08923774777922233,filled
688498:b1_close:5:20260709,688498,688498,5,2026-07-09,1746.01,,,,,,insufficient_history
688498:b1_close:1:20260714,688498,688498,1,2026-07-14,1798.9,2026-07-15,1809.0,0.0056145422202456,-0.027183278670298572,0.0,filled
688498:b1_close:2:20260714,688498,688498,2,2026-07-14,1798.9,,,,,,insufficient_history
688498:b1_close:3:20260714,688498,688498,3,2026-07-14,1798.9,,,,,,insufficient_history
688498:b1_close:4:20260714,688498,688498,4,2026-07-14,1798.9,,,,,,insufficient_history
688498:b1_close:5:20260714,688498,688498,5,2026-07-14,1798.9,,,,,,insufficient_history
688502:b1_close:1:20260709,688502,688502,1,2026-07-09,600.21,2026-07-10,611.93,0.01952649905866255,0.0,0.0,filled
688502:b1_close:2:20260709,688502,688502,2,2026-07-09,600.21,2026-07-13,598.54,-0.002782359507505827,-0.015044734342980148,-0.002782359507505827,filled
688502:b1_close:3:20260709,688502,688502,3,2026-07-09,600.21,2026-07-14,589.02,-0.018643474783825775,-0.06049549324403136,-0.018643474783825775,filled
688502:b1_close:4:20260709,688502,688502,4,2026-07-09,600.21,2026-07-15,540.85,-0.09889871878175971,-0.11079455523899973,-0.09889871878175971,filled
688502:b1_close:5:20260709,688502,688502,5,2026-07-09,600.21,,,,,,insufficient_history
688521:b1_close:1:20260709,688521,688521,1,2026-07-09,328.56,2026-07-10,292.0,-0.11127343559775993,-0.11130387143900655,-0.11127343559775993,filled
688521:b1_close:2:20260709,688521,688521,2,2026-07-09,328.56,2026-07-13,271.54,-0.17354516678840992,-0.18791088385682986,-0.17354516678840992,filled
688521:b1_close:3:20260709,688521,688521,3,2026-07-09,328.56,2026-07-14,270.33,-0.177227903579255,-0.2268991964937911,-0.177227903579255,filled
688521:b1_close:4:20260709,688521,688521,4,2026-07-09,328.56,2026-07-15,252.98,-0.23003408814219628,-0.2357560262965669,-0.23003408814219628,filled
688521:b1_close:5:20260709,688521,688521,5,2026-07-09,328.56,,,,,,insufficient_history
688630:b1_close:1:20260709,688630,688630,1,2026-07-09,517.8,2026-07-10,465.02,-0.10193124758594052,-0.10390112012359976,-0.10193124758594052,filled
688630:b1_close:2:20260709,688630,688630,2,2026-07-09,517.8,2026-07-13,446.58,-0.1375434530706836,-0.14252607184241017,-0.1375434530706836,filled
688630:b1_close:3:20260709,688630,688630,3,2026-07-09,517.8,2026-07-14,455.6,-0.12012359984550003,-0.18760139049826174,-0.1375434530706836,filled
688630:b1_close:4:20260709,688630,688630,4,2026-07-09,517.8,2026-07-15,430.77,-0.16807647740440324,-0.18760139049826174,-0.16807647740440324,filled
688630:b1_close:5:20260709,688630,688630,5,2026-07-09,517.8,,,,,,insufficient_history
688711:b1_close:1:20260604,688711,688711,1,2026-06-04,34.47,2026-06-05,33.53,-0.027270089933275288,-0.06788511749347248,-0.027270089933275288,filled
688711:b1_close:2:20260604,688711,688711,2,2026-06-04,34.47,2026-06-08,29.74,-0.1372207716855237,-0.1372207716855237,-0.1372207716855237,filled
688711:b1_close:3:20260604,688711,688711,3,2026-06-04,34.47,2026-06-09,35.69,0.03539309544531477,-0.1372207716855237,-0.1372207716855237,filled
688711:b1_close:4:20260604,688711,688711,4,2026-06-04,34.47,2026-06-10,34.1,-0.010733971569480638,-0.1372207716855237,-0.1372207716855237,filled
688711:b1_close:5:20260604,688711,688711,5,2026-06-04,34.47,2026-06-11,34.63,0.004641717435451165,-0.1372207716855237,-0.1372207716855237,filled
688711:b1_close:1:20260609,688711,688711,1,2026-06-09,35.69,2026-06-10,34.1,-0.04455029420005596,-0.059120201737181244,-0.04455029420005596,filled
688711:b1_close:2:20260609,688711,688711,2,2026-06-09,35.69,2026-06-11,34.63,-0.029700196133370604,-0.061361725973662073,-0.04455029420005596,filled
688711:b1_close:3:20260609,688711,688711,3,2026-06-09,35.69,2026-06-12,34.79,-0.025217147660409056,-0.061361725973662073,-0.04455029420005596,filled
688711:b1_close:4:20260609,688711,688711,4,2026-06-09,35.69,2026-06-15,39.28,0.10058840011207626,-0.061361725973662073,-0.04455029420005596,filled
688711:b1_close:5:20260609,688711,688711,5,2026-06-09,35.69,2026-06-16,38.55,0.08013449145418883,-0.061361725973662073,-0.04455029420005596,filled
688766:b1_close:1:20260604,688766,688766,1,2026-06-04,427.35,2026-06-05,396.0,-0.07335907335907343,-0.08037908037908048,-0.07335907335907343,filled
688766:b1_close:2:20260604,688766,688766,2,2026-06-04,427.35,2026-06-08,373.0,-0.12717912717912727,-0.15741195741195746,-0.12717912717912727,filled
688766:b1_close:3:20260604,688766,688766,3,2026-06-04,427.35,2026-06-09,409.02,-0.04289224289224303,-0.15741195741195746,-0.12717912717912727,filled
688766:b1_close:4:20260604,688766,688766,4,2026-06-04,427.35,2026-06-10,383.34,-0.10298350298350312,-0.15741195741195746,-0.12717912717912727,filled
688766:b1_close:5:20260604,688766,688766,5,2026-06-04,427.35,2026-06-11,387.58,-0.09306189306189316,-0.15741195741195746,-0.12717912717912727,filled
688766:b1_close:1:20260709,688766,688766,1,2026-07-09,762.07,2026-07-10,703.0,-0.07751256446258226,-0.08013699528914675,-0.07751256446258226,filled
688766:b1_close:2:20260709,688766,688766,2,2026-07-09,762.07,2026-07-13,603.0,-0.20873410579080665,-0.23077932473394835,-0.20873410579080665,filled
688766:b1_close:3:20260709,688766,688766,3,2026-07-09,762.07,2026-07-14,645.0,-0.15362105843295237,-0.2323539832298871,-0.20873410579080665,filled
688766:b1_close:4:20260709,688766,688766,4,2026-07-09,762.07,2026-07-15,578.0,-0.24153949112286277,-0.24387523455850513,-0.24153949112286277,filled
688766:b1_close:5:20260709,688766,688766,5,2026-07-09,762.07,,,,,,insufficient_history
688981:b1_close:1:20260708,688981,688981,1,2026-07-08,152.1,2026-07-09,173.0,0.1374095989480606,0.0,0.0,filled
688981:b1_close:2:20260708,688981,688981,2,2026-07-08,152.1,2026-07-10,163.02,0.07179487179487198,0.0,0.0,filled
688981:b1_close:3:20260708,688981,688981,3,2026-07-08,152.1,2026-07-13,163.58,0.0754766600920449,0.0,0.0,filled
688981:b1_close:4:20260708,688981,688981,4,2026-07-08,152.1,2026-07-14,160.99,0.05844838921762019,-0.012491781722550943,0.0,filled
688981:b1_close:5:20260708,688981,688981,5,2026-07-08,152.1,2026-07-15,153.64,0.010124917817225354,-0.012491781722550943,0.0,filled
000021:b1_close:1:20260610,000021,000021,1,2026-06-10,38.56,2026-06-11,39.08,0.013485477178423189,-0.030601659751037347,0.0,filled
000021:b1_close:2:20260610,000021,000021,2,2026-06-10,38.56,2026-06-12,37.09,-0.038122406639004125,-0.045643153526971125,-0.038122406639004125,filled
000021:b1_close:3:20260610,000021,000021,3,2026-06-10,38.56,2026-06-15,39.47,0.02359958506224058,-0.0544605809128631,-0.038122406639004125,filled
000021:b1_close:4:20260610,000021,000021,4,2026-06-10,38.56,2026-06-16,40.77,0.057313278008298774,-0.0544605809128631,-0.038122406639004125,filled
000021:b1_close:5:20260610,000021,000021,5,2026-06-10,38.56,2026-06-17,42.91,0.1128112033195019,-0.0544605809128631,-0.038122406639004125,filled
000021:b1_close:1:20260709,000021,000021,1,2026-07-09,56.24,2026-07-10,57.91,0.02969416785206258,0.0,0.0,filled
000021:b1_close:2:20260709,000021,000021,2,2026-07-09,56.24,2026-07-13,52.12,-0.07325746799431021,-0.07325746799431021,-0.07325746799431021,filled
000021:b1_close:3:20260709,000021,000021,3,2026-07-09,56.24,2026-07-14,52.51,-0.06632290184921774,-0.13086770981507823,-0.07325746799431021,filled
000021:b1_close:4:20260709,000021,000021,4,2026-07-09,56.24,2026-07-15,47.26,-0.15967283072546234,-0.15967283072546234,-0.15967283072546234,filled
000021:b1_close:5:20260709,000021,000021,5,2026-07-09,56.24,,,,,,insufficient_history
000733:b1_close:1:20260616,000733,000733,1,2026-06-16,56.34,2026-06-17,58.13,0.031771388001419876,-0.011714589989350488,0.0,filled
000733:b1_close:2:20260616,000733,000733,2,2026-06-16,56.34,2026-06-18,59.79,0.06123535676251324,-0.011714589989350488,0.0,filled
000733:b1_close:3:20260616,000733,000733,3,2026-06-16,56.34,2026-06-22,59.23,0.05129570465033706,-0.011714589989350488,0.0,filled
000733:b1_close:4:20260616,000733,000733,4,2026-06-16,56.34,2026-06-23,56.14,-0.0035498757543486192,-0.01579694710685131,-0.0035498757543486192,filled
000733:b1_close:5:20260616,000733,000733,5,2026-06-16,56.34,2026-06-24,56.9,0.009939652112175956,-0.01579694710685131,-0.0035498757543486192,filled
000988:b1_close:1:20260603,000988,000988,1,2026-06-03,154.39,2026-06-04,158.36,0.025714100654187666,-0.02836971306431757,0.0,filled
000988:b1_close:2:20260603,000988,000988,2,2026-06-03,154.39,2026-06-05,157.2,0.01820066066455084,-0.02836971306431757,0.0,filled
000988:b1_close:3:20260603,000988,000988,3,2026-06-03,154.39,2026-06-08,148.85,-0.035883153053954175,-0.05434289785607871,-0.035883153053954175,filled
000988:b1_close:4:20260603,000988,000988,4,2026-06-03,154.39,2026-06-09,155.53,0.0073838979208498134,-0.05434289785607871,-0.035883153053954175,filled
000988:b1_close:5:20260603,000988,000988,5,2026-06-03,154.39,2026-06-10,149.0,-0.0349115875380529,-0.05434289785607871,-0.035883153053954175,filled
000988:b1_close:1:20260709,000988,000988,1,2026-07-09,159.0,2026-07-10,158.07,-0.005849056603773661,-0.007547169811320642,-0.005849056603773661,filled
000988:b1_close:2:20260709,000988,000988,2,2026-07-09,159.0,2026-07-13,154.24,-0.02993710691823892,-0.04289308176100626,-0.02993710691823892,filled
000988:b1_close:3:20260709,000988,000988,3,2026-07-09,159.0,2026-07-14,159.84,0.005283018867924483,-0.10377358490566035,-0.02993710691823892,filled
000988:b1_close:4:20260709,000988,000988,4,2026-07-09,159.0,2026-07-15,145.21,-0.08672955974842766,-0.10377358490566035,-0.08672955974842766,filled
000988:b1_close:5:20260709,000988,000988,5,2026-07-09,159.0,,,,,,insufficient_history
002008:b1_close:1:20260604,002008,002008,1,2026-06-04,134.65,2026-06-05,127.87,-0.050352766431489004,-0.05681396212402534,-0.050352766431489004,filled
002008:b1_close:2:20260604,002008,002008,2,2026-06-04,134.65,2026-06-08,120.86,-0.10241366505755667,-0.10620126253249174,-0.10241366505755667,filled
002008:b1_close:3:20260604,002008,002008,3,2026-06-04,134.65,2026-06-09,124.5,-0.07538061641292249,-0.11696992202005196,-0.10241366505755667,filled
002008:b1_close:4:20260604,002008,002008,4,2026-06-04,134.65,2026-06-10,122.48,-0.09038247307835134,-0.13627924248050505,-0.10241366505755667,filled
002008:b1_close:5:20260604,002008,002008,5,2026-06-04,134.65,2026-06-11,121.45,-0.09803193464537696,-0.13627924248050505,-0.10241366505755667,filled
002134:b1_close:1:20260609,002134,002134,1,2026-06-09,28.59,2026-06-10,28.16,-0.01504022385449455,-0.031129765652326058,-0.01504022385449455,filled
002134:b1_close:2:20260609,002134,002134,2,2026-06-09,28.59,2026-06-11,28.43,-0.005596362364463148,-0.04337180832458898,-0.01504022385449455,filled
002134:b1_close:3:20260609,002134,002134,3,2026-06-09,28.59,2026-06-12,27.95,-0.02238544945785237,-0.04337180832458898,-0.02238544945785237,filled
002134:b1_close:4:20260609,002134,002134,4,2026-06-09,28.59,2026-06-15,29.15,0.01958726827562085,-0.04337180832458898,-0.02238544945785237,filled
002134:b1_close:5:20260609,002134,002134,5,2026-06-09,28.59,2026-06-16,28.98,0.01364113326337879,-0.04337180832458898,-0.02238544945785237,filled
002156:b1_close:1:20260616,002156,002156,1,2026-06-16,62.93,2026-06-17,67.22,0.06817098363260765,-0.014619418401398354,0.0,filled
002156:b1_close:2:20260616,002156,002156,2,2026-06-16,62.93,2026-06-18,68.27,0.08485618941681228,-0.014619418401398354,0.0,filled
002156:b1_close:3:20260616,002156,002156,3,2026-06-16,62.93,2026-06-22,71.25,0.13221039249960276,-0.014619418401398354,0.0,filled
002156:b1_close:4:20260616,002156,002156,4,2026-06-16,62.93,2026-06-23,68.42,0.08723979024312722,-0.014619418401398354,0.0,filled
002156:b1_close:5:20260616,002156,002156,5,2026-06-16,62.93,2026-06-24,74.64,0.18607977117432073,-0.014619418401398354,0.0,filled
002156:b1_close:1:20260709,002156,002156,1,2026-07-09,72.17,2026-07-10,70.95,-0.016904530968546494,-0.019260080365802956,-0.016904530968546494,filled
002156:b1_close:2:20260709,002156,002156,2,2026-07-09,72.17,2026-07-13,73.57,0.019398642095053154,-0.024663987806567866,-0.016904530968546494,filled
002156:b1_close:3:20260709,002156,002156,3,2026-07-09,72.17,2026-07-14,77.87,0.07898018567271725,-0.05223777192739365,-0.016904530968546494,filled
002156:b1_close:4:20260709,002156,002156,4,2026-07-09,72.17,2026-07-15,78.71,0.09061937092974914,-0.05223777192739365,-0.016904530968546494,filled
002156:b1_close:5:20260709,002156,002156,5,2026-07-09,72.17,,,,,,insufficient_history
002158:b1_close:1:20260710,002158,002158,1,2026-07-10,36.89,2026-07-13,33.2,-0.10002710761724043,-0.10002710761724043,-0.10002710761724043,filled
002158:b1_close:2:20260710,002158,002158,2,2026-07-10,36.89,2026-07-14,33.24,-0.09894280292762259,-0.12713472485768496,-0.10002710761724043,filled
002158:b1_close:3:20260710,002158,002158,3,2026-07-10,36.89,2026-07-15,31.78,-0.13851992409867175,-0.14936297099484963,-0.13851992409867175,filled
002158:b1_close:4:20260710,002158,002158,4,2026-07-10,36.89,,,,,,insufficient_history
002158:b1_close:5:20260710,002158,002158,5,2026-07-10,36.89,,,,,,insufficient_history
002185:b1_close:1:20260616,002185,002185,1,2026-06-16,17.82,2026-06-17,19.05,0.06902356902356899,-0.02076318742985417,0.0,filled
002185:b1_close:2:20260616,002185,002185,2,2026-06-16,17.82,2026-06-18,19.61,0.10044893378226716,-0.02076318742985417,0.0,filled
002185:b1_close:3:20260616,002185,002185,3,2026-06-16,17.82,2026-06-22,20.44,0.14702581369248047,-0.02076318742985417,0.0,filled
002185:b1_close:4:20260616,002185,002185,4,2026-06-16,17.82,2026-06-23,19.54,0.09652076318742986,-0.02076318742985417,0.0,filled
002185:b1_close:5:20260616,002185,002185,5,2026-06-16,17.82,2026-06-24,20.98,0.17732884399551074,-0.02076318742985417,0.0,filled
002185:b1_close:1:20260707,002185,002185,1,2026-07-07,21.93,2026-07-08,21.57,-0.01641586867305056,-0.056087551299589644,-0.01641586867305056,filled
002185:b1_close:2:20260707,002185,002185,2,2026-07-07,21.93,2026-07-09,23.73,0.08207934336525313,-0.056087551299589644,-0.01641586867305056,filled
002185:b1_close:3:20260707,002185,002185,3,2026-07-07,21.93,2026-07-10,25.31,0.15412676698586414,-0.056087551299589644,-0.01641586867305056,filled
002185:b1_close:4:20260707,002185,002185,4,2026-07-07,21.93,2026-07-13,24.13,0.10031919744642037,-0.056087551299589644,-0.01641586867305056,filled
