horizon,raw_signal_raw_return_events,raw_signal_raw_return_mean_return_pct,raw_signal_raw_return_win_rate_pct,raw_signal_raw_return_mean_drawdown_pct,raw_signal_raw_return_stop_loss_rate_pct,raw_signal_qfq_return_events,raw_signal_qfq_return_mean_return_pct,raw_signal_qfq_return_win_rate_pct,raw_signal_qfq_return_mean_drawdown_pct,raw_signal_qfq_return_stop_loss_rate_pct,qfq_signal_qfq_return_events,qfq_signal_qfq_return_mean_return_pct,qfq_signal_qfq_return_win_rate_pct,qfq_signal_qfq_return_mean_drawdown_pct,qfq_signal_qfq_return_stop_loss_rate_pct,return_gain_from_qfq_price_pct,return_delta_from_qfq_signal_pct,win_gain_from_qfq_price_pct,win_delta_from_qfq_signal_pct
5,84,2.52152109201668,58.333333333333336,-6.97942892329761,35.71428571428571,84,2.77832462218703,59.523809523809526,-6.6514179691393505,33.33333333333333,90,2.60218114075625,60.0,-6.60592327664243,33.33333333333333,0.25680353017034996,-0.17614348143077985,1.1904761904761898,0.4761904761904745
10,70,5.90045816336009,58.57142857142858,-7.38063818669336,38.57142857142857,70,6.71101831154985,61.42857142857143,-6.9786574774253305,35.71428571428571,76,6.4762190228939795,61.8421052631579,-6.99500747321615,35.52631578947368,0.8105601481897597,-0.23479928865587052,2.857142857142854,0.41353383458646675
15,67,5.63659496794175,55.223880597014926,-7.77950657379021,44.776119402985074,67,6.7394860538860994,58.2089552238806,-7.35920264801835,41.7910447761194,73,6.19931608969772,56.16438356164384,-7.6058896825504405,42.465753424657535,1.102891085944349,-0.5401699641883795,2.985074626865675,-2.0445716622367627
20,65,5.19616619461873,53.84615384615385,-7.7515938703073894,44.61538461538462,65,6.21787864503374,56.92307692307692,-7.31835751605025,41.53846153846154,71,5.90672104982046,56.33802816901409,-7.575445182425621,42.25352112676056,1.0217124504150101,-0.3111575952132801,3.076923076923073,-0.5850487540628322
